PRAGMA foreign_keys=OFF;
BEGIN TRANSACTION;
CREATE TABLE IF NOT EXISTS "light" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"r" REAL DEFAULT(1.0),
	"g" REAL DEFAULT(1.0),
	"b" REAL DEFAULT(1.0),
	"radius" REAL DEFAULT(1.0)
);
INSERT INTO light VALUES(1,'tiny white',1.0,1.0,1.0,1.0);
INSERT INTO light VALUES(2,'small white',1.0,1.0,1.0,2.0);
INSERT INTO light VALUES(3,'small white',1.0,1.0,1.0,3.0);
INSERT INTO light VALUES(4,'small white',1.0,1.0,1.0,4.0);
INSERT INTO light VALUES(5,'medium white',1.0,1.0,1.0,5.0);
INSERT INTO light VALUES(6,'medium white',1.0,1.0,1.0,6.0);
INSERT INTO light VALUES(7,'medium white',1.0,1.0,1.0,7.0);
INSERT INTO light VALUES(8,'large white',1.0,1.0,1.0,8.0);
INSERT INTO light VALUES(9,'large white',1.0,1.0,1.0,9.0);
INSERT INTO light VALUES(10,'large white',1.0,1.0,1.0,10.0);
INSERT INTO light VALUES(11,'tiny dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(12,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(13,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(14,'small dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(15,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(16,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(17,'medium dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(18,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(19,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(20,'large dim white',0.29999999999999998889,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(21,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,2.0);
INSERT INTO light VALUES(22,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,3.0);
INSERT INTO light VALUES(23,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,4.0);
INSERT INTO light VALUES(24,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,5.0);
INSERT INTO light VALUES(25,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,6.0);
INSERT INTO light VALUES(26,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,7.0);
INSERT INTO light VALUES(27,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,8.0);
INSERT INTO light VALUES(28,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,9.0);
INSERT INTO light VALUES(29,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,10.0);
INSERT INTO light VALUES(30,'magic light',0.29999999999999998889,0.29999999999999998889,1.0,11.0);
INSERT INTO light VALUES(31,'tiny dim red',1.0,0.29999999999999998889,0.29999999999999998889,1.0);
INSERT INTO light VALUES(32,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,2.0);
INSERT INTO light VALUES(33,'small dim red',1.0,0.29999999999999998889,0.29999999999999998889,3.0);
INSERT INTO light VALUES(34,'red',1.0,0.29999999999999998889,0.29999999999999998889,4.0);
INSERT INTO light VALUES(35,'red',1.0,0.29999999999999998889,0.29999999999999998889,5.0);
INSERT INTO light VALUES(36,'red',1.0,0.29999999999999998889,0.29999999999999998889,6.0);
INSERT INTO light VALUES(37,'red',1.0,0.29999999999999998889,0.29999999999999998889,7.0);
INSERT INTO light VALUES(38,'red',1.0,0.29999999999999998889,0.29999999999999998889,8.0);
INSERT INTO light VALUES(39,'red',1.0,0.29999999999999998889,0.29999999999999998889,9.0);
INSERT INTO light VALUES(40,'red',1.0,0.29999999999999998889,0.29999999999999998889,10.0);
INSERT INTO light VALUES(41,'green',0.29999999999999998889,1.0,0.29999999999999998889,1.0);
INSERT INTO light VALUES(42,'green',0.29999999999999998889,1.0,0.29999999999999998889,2.0);
INSERT INTO light VALUES(43,'green',0.29999999999999998889,1.0,0.29999999999999998889,3.0);
INSERT INTO light VALUES(44,'green',0.29999999999999998889,1.0,0.29999999999999998889,4.0);
INSERT INTO light VALUES(45,'green',0.29999999999999998889,1.0,0.29999999999999998889,5.0);
INSERT INTO light VALUES(46,'green',0.29999999999999998889,1.0,0.29999999999999998889,6.0);
INSERT INTO light VALUES(47,'green',0.29999999999999998889,1.0,0.29999999999999998889,7.0);
INSERT INTO light VALUES(48,'green',0.29999999999999998889,1.0,0.29999999999999998889,8.0);
INSERT INTO light VALUES(49,'green',0.29999999999999998889,1.0,0.29999999999999998889,9.0);
INSERT INTO light VALUES(50,'green',0.29999999999999998889,1.0,0.29999999999999998889,10.0);
CREATE TABLE IF NOT EXISTS "damagetype" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT
, "color" TEXT);
INSERT INTO map VALUES(38,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(39,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(40,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(41,'maps/choria_lighthouse1.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(42,'maps/choria_lighthouse2.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,43,-50.0,-50.0,-20.0);
INSERT INTO map VALUES(43,'maps/choria_lighthouse2_bg.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,'',0.0,0.0,0.0);
INSERT INTO map VALUES(44,'maps/choria_goblincave.map.gz','textures/map/atlas0.png','gob.ogg',0.0,0.0,0.0,0,'',0.0,0.0,0.0);
INSERT INTO map VALUES(45,'maps/choria_ancient.map.gz','textures/map/atlas0.png','',0.5,0.25,0.25,0,0,0.0,0.0,0.0);
INSERT INTO map VALUES(46,'maps/choria_hideout.map.gz','textures/map/atlas0.png','gob.ogg',0.2000000000000000111,0.2000000000000000111,0.2000000000000000111,0,0,0.0,0.0,0.0);
INSERT INTO map VALUES(47,'maps/choria_mountain.map.gz','textures/map/atlas0.png','',0.5,0.2000000000000000111,0.14999999999999999444,0,0,0.0,0.0,0.0);
INSERT INTO map VALUES(48,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,0,0.0,0.0,0.0);
INSERT INTO map VALUES(49,'','textures/map/atlas0.png','',0.0,0.0,0.0,1,0,0.0,0.0,0.0);
INSERT INTO map VALUES(50,'maps/wym.map.gz','textures/map/atlas0.png','',0.0,0.0,0.0,1,0,0.0,0.0,0.0);
INSERT INTO map VALUES(51,'maps/wym_chamber.map.gz','textures/map/atlas0.png','doom.ogg',0.020000000000000000416,0.010000000000000000208,0.010000000000000000208,0,'',0.0,0.0,0.0);
CREATE TABLE IF NOT EXISTS "trader" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"item_id" INTEGER REFERENCES item(id) ON DELETE CASCADE,
	"count" INTEGER DEFAULT(1)
);
INSERT INTO trader VALUES(1,'cellar_key',112,1);
INSERT INTO trader VALUES(2,'soothing_salve',127,1);
INSERT INTO trader VALUES(3,'health_ring',145,1);
INSERT INTO trader VALUES(4,'magic_ring',158,1);
INSERT INTO trader VALUES(5,'throwing_knives',133,10);
INSERT INTO trader VALUES(6,'bleed_ring',184,1);
INSERT INTO trader VALUES(7,'trolls_ring',138,1);
INSERT INTO trader VALUES(8,'tower_key',137,1);
INSERT INTO trader VALUES(9,'arcane_cider',128,1);
INSERT INTO trader VALUES(10,'warm_ring',214,1);
INSERT INTO trader VALUES(11,'glowing_ring',159,1);
INSERT INTO trader VALUES(12,'secret_key',272,1);
INSERT INTO trader VALUES(13,'poison_knives',192,5);
INSERT INTO trader VALUES(14,'poison_ring',181,1);
INSERT INTO trader VALUES(15,'chamber_key',238,1);
INSERT INTO trader VALUES(16,'fireblast',9,1);
INSERT INTO trader VALUES(17,'graveyard_key',251,1);
INSERT INTO trader VALUES(18,'medium_torch',222,1);
INSERT INTO trader VALUES(19,'cold_ring',175,1);
INSERT INTO trader VALUES(20,'fire_ring',172,1);
INSERT INTO trader VALUES(21,'mythical_amulet',231,1);
INSERT INTO trader VALUES(22,'hunt',24,1);
INSERT INTO trader VALUES(23,'city_key',267,1);
INSERT INTO trader VALUES(24,'taunt',14,1);
INSERT INTO trader VALUES(25,'battle_potion',151,1);
INSERT INTO trader VALUES(26,'blade_dance',28,1);
INSERT INTO trader VALUES(27,'dungeon_key',232,1);
INSERT INTO trader VALUES(28,'lucky_amulet',217,1);
INSERT INTO trader VALUES(29,'magic_barrier',29,1);
INSERT INTO trader VALUES(30,'ice_nova',30,1);
INSERT INTO trader VALUES(31,'spider_sword',245,1);
INSERT INTO trader VALUES(32,'venom_blade',246,1);
INSERT INTO trader VALUES(33,'respec_potion',249,1);
INSERT INTO trader VALUES(34,'chain_lightning',41,1);
INSERT INTO trader VALUES(35,'rupture',42,1);
INSERT INTO trader VALUES(36,'eternal_strength',254,1);
INSERT INTO trader VALUES(37,'eternal_guard',255,1);
INSERT INTO trader VALUES(38,'eternal_fortitude',256,1);
INSERT INTO trader VALUES(39,'eternal_spirit',257,1);
INSERT INTO trader VALUES(40,'eternal_wisdom',258,1);
INSERT INTO trader VALUES(41,'eternal_wealth',259,1);
INSERT INTO trader VALUES(42,'eternal_alacrity',260,1);
INSERT INTO trader VALUES(43,'eternal_knowledge',261,1);
INSERT INTO trader VALUES(44,'dimensional_slippers',263,1);
INSERT INTO trader VALUES(45,'bloodletter',265,1);
INSERT INTO trader VALUES(46,'flamuss',266,1);
INSERT INTO trader VALUES(47,'library_key',268,1);
INSERT INTO trader VALUES(48,'firebomb',270,3);
INSERT INTO trader VALUES(49,'lava_boots',271,1);
INSERT INTO trader VALUES(50,'evasion',11,1);
INSERT INTO trader VALUES(51,'large_torch',223,1);
INSERT INTO trader VALUES(52,'better_map',279,1);
INSERT INTO trader VALUES(53,'raj_map',280,1);
INSERT INTO trader VALUES(54,'krab_map',281,1);
INSERT INTO trader VALUES(55,'hunger_ring',286,1);
INSERT INTO trader VALUES(56,'silver_amulet',287,1);
INSERT INTO trader VALUES(57,'icebrand',288,1);
INSERT INTO trader VALUES(58,'mystic_staff',289,1);
INSERT INTO trader VALUES(59,'flay',44,1);
INSERT INTO trader VALUES(60,'pain_ring',285,1);
INSERT INTO trader VALUES(61,'poison',156,1);
INSERT INTO trader VALUES(62,'witch_key',293,1);
INSERT INTO trader VALUES(63,'toughness',5,1);
INSERT INTO trader VALUES(64,'slimy_map',282,1);
INSERT INTO trader VALUES(65,'eternal_pain',295,1);
INSERT INTO trader VALUES(66,'ankh',304,1);
INSERT INTO trader VALUES(67,'unstable_potion',305,1);
INSERT INTO trader VALUES(68,'shrapnel_bomb',306,1);
INSERT INTO trader VALUES(69,'smoke_cover',116,1);
INSERT INTO trader VALUES(70,'beggar',0,1);
CREATE TABLE IF NOT EXISTS "traderitem" (
	"id" INTEGER PRIMARY KEY,
	"trader_id" INTEGER REFERENCES trader(id) ON DELETE CASCADE,
	"item_id" INTEGER DEFAULT(0) REFERENCES item(id) ON DELETE CASCADE,
	"count" INTEGER DEFAULT(1)
);
INSERT INTO traderitem VALUES(1,1,126,1);
INSERT INTO traderitem VALUES(2,2,125,2);
INSERT INTO traderitem VALUES(3,2,108,1);
INSERT INTO traderitem VALUES(4,3,127,2);
INSERT INTO traderitem VALUES(5,3,211,1);
INSERT INTO traderitem VALUES(7,4,128,2);
INSERT INTO traderitem VALUES(8,4,211,1);
INSERT INTO traderitem VALUES(11,5,118,1);
INSERT INTO traderitem VALUES(12,5,114,2);
INSERT INTO traderitem VALUES(16,7,127,3);
INSERT INTO traderitem VALUES(17,7,145,1);
INSERT INTO traderitem VALUES(18,7,125,2);
INSERT INTO traderitem VALUES(19,8,139,1);
INSERT INTO traderitem VALUES(20,9,109,1);
INSERT INTO traderitem VALUES(21,9,146,2);
INSERT INTO traderitem VALUES(25,11,158,1);
INSERT INTO traderitem VALUES(26,11,6,1);
INSERT INTO traderitem VALUES(27,11,128,2);
INSERT INTO traderitem VALUES(28,12,162,1);
INSERT INTO traderitem VALUES(29,13,133,5);
INSERT INTO traderitem VALUES(30,13,156,1);
INSERT INTO traderitem VALUES(31,14,211,1);
INSERT INTO traderitem VALUES(32,14,156,10);
INSERT INTO traderitem VALUES(33,6,125,10);
INSERT INTO traderitem VALUES(34,6,211,1);
INSERT INTO traderitem VALUES(35,15,126,1);
INSERT INTO traderitem VALUES(39,10,145,1);
INSERT INTO traderitem VALUES(40,10,5,1);
INSERT INTO traderitem VALUES(41,10,127,2);
INSERT INTO traderitem VALUES(42,16,15,1);
INSERT INTO traderitem VALUES(43,16,31,1);
INSERT INTO traderitem VALUES(44,17,221,10);
INSERT INTO traderitem VALUES(51,17,193,3);
INSERT INTO traderitem VALUES(52,18,125,2);
INSERT INTO traderitem VALUES(53,18,101,1);
INSERT INTO traderitem VALUES(54,19,19,1);
INSERT INTO traderitem VALUES(55,19,146,5);
INSERT INTO traderitem VALUES(56,19,211,1);
INSERT INTO traderitem VALUES(57,20,224,1);
INSERT INTO traderitem VALUES(58,20,215,5);
INSERT INTO traderitem VALUES(59,20,211,1);
INSERT INTO traderitem VALUES(64,22,132,1);
INSERT INTO traderitem VALUES(65,22,150,1);
INSERT INTO traderitem VALUES(66,23,126,1);
INSERT INTO traderitem VALUES(67,24,138,1);
INSERT INTO traderitem VALUES(68,24,20,1);
INSERT INTO traderitem VALUES(69,25,114,1);
INSERT INTO traderitem VALUES(70,25,125,1);
INSERT INTO traderitem VALUES(71,25,115,1);
INSERT INTO traderitem VALUES(72,25,215,1);
INSERT INTO traderitem VALUES(73,25,146,1);
INSERT INTO traderitem VALUES(74,25,124,1);
INSERT INTO traderitem VALUES(75,25,134,1);
INSERT INTO traderitem VALUES(76,25,237,1);
INSERT INTO traderitem VALUES(77,26,10,1);
INSERT INTO traderitem VALUES(78,26,23,1);
INSERT INTO traderitem VALUES(79,26,8,1);
INSERT INTO traderitem VALUES(80,27,233,5);
INSERT INTO traderitem VALUES(81,28,140,1);
INSERT INTO traderitem VALUES(84,29,207,1);
INSERT INTO traderitem VALUES(85,29,135,1);
INSERT INTO traderitem VALUES(86,30,19,1);
INSERT INTO traderitem VALUES(87,30,32,1);
INSERT INTO traderitem VALUES(88,31,119,1);
INSERT INTO traderitem VALUES(89,31,115,10);
INSERT INTO traderitem VALUES(90,32,141,1);
INSERT INTO traderitem VALUES(91,32,192,25);
INSERT INTO traderitem VALUES(92,33,156,1);
INSERT INTO traderitem VALUES(93,33,102,1);
INSERT INTO traderitem VALUES(94,34,3,1);
INSERT INTO traderitem VALUES(95,34,33,1);
INSERT INTO traderitem VALUES(96,35,156,50);
INSERT INTO traderitem VALUES(97,35,39,1);
INSERT INTO traderitem VALUES(98,36,253,1);
INSERT INTO traderitem VALUES(99,37,253,1);
INSERT INTO traderitem VALUES(100,38,253,1);
INSERT INTO traderitem VALUES(101,39,253,1);
INSERT INTO traderitem VALUES(102,40,253,1);
INSERT INTO traderitem VALUES(103,41,253,1);
INSERT INTO traderitem VALUES(104,42,253,1);
INSERT INTO traderitem VALUES(105,43,253,1);
INSERT INTO traderitem VALUES(106,44,160,1);
INSERT INTO traderitem VALUES(107,44,217,1);
INSERT INTO traderitem VALUES(108,45,150,1);
INSERT INTO traderitem VALUES(109,45,184,1);
INSERT INTO traderitem VALUES(110,45,124,20);
INSERT INTO traderitem VALUES(111,46,241,1);
INSERT INTO traderitem VALUES(112,46,233,20);
INSERT INTO traderitem VALUES(113,46,31,1);
INSERT INTO traderitem VALUES(114,46,214,1);
INSERT INTO traderitem VALUES(115,23,139,1);
INSERT INTO traderitem VALUES(116,23,140,1);
INSERT INTO traderitem VALUES(117,23,161,1);
INSERT INTO traderitem VALUES(118,47,26,1);
INSERT INTO traderitem VALUES(119,47,135,1);
INSERT INTO traderitem VALUES(120,46,172,1);
INSERT INTO traderitem VALUES(121,44,249,1);
INSERT INTO traderitem VALUES(122,48,215,2);
INSERT INTO traderitem VALUES(123,48,125,1);
INSERT INTO traderitem VALUES(124,48,127,1);
INSERT INTO traderitem VALUES(126,21,229,1);
INSERT INTO traderitem VALUES(127,49,200,1);
INSERT INTO traderitem VALUES(128,49,233,10);
INSERT INTO traderitem VALUES(129,50,155,5);
INSERT INTO traderitem VALUES(130,50,116,5);
INSERT INTO traderitem VALUES(131,51,101,1);
INSERT INTO traderitem VALUES(132,51,233,1);
INSERT INTO traderitem VALUES(133,21,230,1);
INSERT INTO traderitem VALUES(134,21,274,1);
INSERT INTO traderitem VALUES(135,52,269,1);
INSERT INTO traderitem VALUES(136,52,191,2);
INSERT INTO traderitem VALUES(137,52,114,5);
INSERT INTO traderitem VALUES(138,52,215,2);
INSERT INTO traderitem VALUES(139,53,126,1);
INSERT INTO traderitem VALUES(140,54,134,5);
INSERT INTO traderitem VALUES(141,54,222,3);
INSERT INTO traderitem VALUES(142,54,191,3);
INSERT INTO traderitem VALUES(143,55,132,1);
INSERT INTO traderitem VALUES(144,55,265,1);
INSERT INTO traderitem VALUES(145,55,285,1);
INSERT INTO traderitem VALUES(146,56,279,1);
INSERT INTO traderitem VALUES(147,56,291,1);
INSERT INTO traderitem VALUES(148,56,280,1);
INSERT INTO traderitem VALUES(149,56,281,1);
INSERT INTO traderitem VALUES(150,56,282,1);
INSERT INTO traderitem VALUES(151,56,284,1);
INSERT INTO traderitem VALUES(152,57,244,1);
INSERT INTO traderitem VALUES(153,57,286,1);
INSERT INTO traderitem VALUES(154,57,30,1);
INSERT INTO traderitem VALUES(155,58,111,1);
INSERT INTO traderitem VALUES(156,58,43,1);
INSERT INTO traderitem VALUES(157,58,273,1);
INSERT INTO traderitem VALUES(158,59,14,1);
INSERT INTO traderitem VALUES(159,59,22,1);
INSERT INTO traderitem VALUES(160,59,265,1);
INSERT INTO traderitem VALUES(161,60,211,1);
INSERT INTO traderitem VALUES(162,60,147,1);
INSERT INTO traderitem VALUES(163,60,151,10);
INSERT INTO traderitem VALUES(164,55,225,1);
INSERT INTO traderitem VALUES(165,56,283,1);
INSERT INTO traderitem VALUES(166,61,124,1);
INSERT INTO traderitem VALUES(167,61,115,1);
INSERT INTO traderitem VALUES(168,61,108,1);
INSERT INTO traderitem VALUES(169,62,221,10);
INSERT INTO traderitem VALUES(170,62,237,5);
INSERT INTO traderitem VALUES(171,30,161,1);
INSERT INTO traderitem VALUES(172,34,139,1);
INSERT INTO traderitem VALUES(173,16,270,10);
INSERT INTO traderitem VALUES(174,23,294,1);
INSERT INTO traderitem VALUES(175,63,134,20);
INSERT INTO traderitem VALUES(176,63,151,1);
INSERT INTO traderitem VALUES(177,63,195,1);
INSERT INTO traderitem VALUES(178,64,125,20);
INSERT INTO traderitem VALUES(179,64,191,3);
INSERT INTO traderitem VALUES(180,64,114,2);
INSERT INTO traderitem VALUES(181,64,215,2);
INSERT INTO traderitem VALUES(182,16,233,3);
INSERT INTO traderitem VALUES(183,8,294,1);
INSERT INTO traderitem VALUES(184,65,253,1);
INSERT INTO traderitem VALUES(185,46,172,1);
INSERT INTO traderitem VALUES(186,66,237,5);
INSERT INTO traderitem VALUES(187,66,215,2);
INSERT INTO traderitem VALUES(188,66,222,1);
INSERT INTO traderitem VALUES(189,67,110,1);
INSERT INTO traderitem VALUES(190,67,114,2);
INSERT INTO traderitem VALUES(192,67,215,2);
INSERT INTO traderitem VALUES(193,68,270,1);
INSERT INTO traderitem VALUES(194,68,133,10);
INSERT INTO traderitem VALUES(195,69,270,1);
INSERT INTO traderitem VALUES(196,69,110,1);
INSERT INTO traderitem VALUES(197,69,146,3);
INSERT INTO traderitem VALUES(198,70,221,1);
CREATE TABLE IF NOT EXISTS "enchanter" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"level" INTEGER DEFAULT(0)
);
INSERT INTO enchanter VALUES(1,'Apprentice Enchanter',10);
INSERT INTO enchanter VALUES(2,'Journeyman Enchanter',15);
INSERT INTO enchanter VALUES(3,'Skilled Enchanter',20);
INSERT INTO enchanter VALUES(4,'Master Enchanter',30);
INSERT INTO enchanter VALUES(5,'Lost Enchanter',35);
INSERT INTO enchanter VALUES(6,'Ancient Enchanter',40);
INSERT INTO enchanter VALUES(7,'Timeless Enchanter',50);
CREATE TABLE IF NOT EXISTS "blacksmith" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"level" INTEGER DEFAULT(0)
);
INSERT INTO blacksmith VALUES(1,'Apprentice Blacksmith',5);
INSERT INTO blacksmith VALUES(2,'Journeyman Blacksmith',10);
INSERT INTO blacksmith VALUES(3,'Skilled Blacksmith',15);
INSERT INTO blacksmith VALUES(4,'Master Blacksmith',20);
INSERT INTO blacksmith VALUES(5,'Lost Blacksmith',30);
INSERT INTO blacksmith VALUES(6,'Ancient Blacksmith',40);
INSERT INTO blacksmith VALUES(7,'Timeless Blacksmith',50);
CREATE TABLE IF NOT EXISTS "minigame" (
	"id" INTEGER PRIMARY KEY,
	"name" TEXT,
	"script" TEXT,
	"item_id" INTEGER DEFAULT(0) REFERENCES item(id) ON DELETE CASCADE,
	"cost" INTEGER DEFAULT(0)
);
INSERT INTO minigame VALUES(1,'Ball Drop','',221,1);
INSERT INTO minigame VALUES(2,'Ball Drop','',221,5);
CREATE TABLE IF NOT EXISTS "minigameitem" (
	"id" INTEGER PRIMARY KEY,
	"minigame_id" INTEGER DEFAULT(0) REFERENCES minigame(id) ON DELETE CASCADE,
	"item_id" INTEGER DEFAULT(0) REFERENCES item(id) ON DELETE CASCADE,
	"count" INTEGER DEFAULT(1)
);
INSERT INTO minigameitem VALUES(1,1,108,1);
INSERT INTO minigameitem VALUES(2,1,114,1);
INSERT INTO minigameitem VALUES(3,1,156,1);
INSERT INTO minigameitem VALUES(4,1,109,1);
INSERT INTO minigameitem VALUES(5,1,191,1);
INSERT INTO minigameitem VALUES(6,1,125,1);
INSERT INTO minigameitem VALUES(7,1,110,1);
INSERT INTO minigameitem VALUES(8,1,134,1);
INSERT INTO minigameitem VALUES(10,1,115,1);
INSERT INTO minigameitem VALUES(11,1,215,1);
INSERT INTO minigameitem VALUES(12,1,133,5);
INSERT INTO minigameitem VALUES(13,1,127,1);
INSERT INTO minigameitem VALUES(14,1,128,1);
INSERT INTO minigameitem VALUES(15,1,221,5);
INSERT INTO minigameitem VALUES(16,1,220,1);
INSERT INTO minigameitem VALUES(17,2,146,1);
INSERT INTO minigameitem VALUES(18,2,237,1);
INSERT INTO minigameitem VALUES(19,2,155,1);
INSERT INTO minigameitem VALUES(20,2,240,1);
INSERT INTO minigameitem VALUES(21,2,223,1);
INSERT INTO minigameitem VALUES(22,2,233,1);
INSERT INTO minigameitem VALUES(23,2,221,20);
INSERT INTO minigameitem VALUES(24,2,224,1);
INSERT INTO minigameitem VALUES(25,2,225,1);
INSERT INTO minigameitem VALUES(26,2,247,1);
INSERT INTO minigameitem VALUES(27,2,248,1);
INSERT INTO minigameitem VALUES(28,1,249,1);
INSERT INTO minigameitem VALUES(29,1,118,1);
INSERT INTO minigameitem VALUES(30,1,270,1);
INSERT INTO minigameitem VALUES(31,1,291,1);
CREATE TABLE IF NOT EXISTS "buildskill" (
	"id" INTEGER PRIMARY KEY,
	"build_id" INTEGER DEFAULT(0) REFERENCES build(id) ON DELETE CASCADE,
	"item_id" INTEGER DEFAULT(0) REFERENCES item(id) ON DELETE CASCADE,
	"level" INTEGER DEFAULT(1)
);
INSERT INTO buildskill VALUES(1,1,1,1);
INSERT INTO buildskill VALUES(3,3,1,1);
INSERT INTO buildskill VALUES(5,20,51,1);
INSERT INTO buildskill VALUES(6,2,3,2);
INSERT INTO buildskill VALUES(7,3,18,2);
INSERT INTO buildskill VALUES(8,1,5,2);
INSERT INTO buildskill VALUES(9,2,6,1);
INSERT INTO buildskill VALUES(10,5,1,1);
INSERT INTO buildskill VALUES(11,5,7,1);
INSERT INTO buildskill VALUES(12,21,52,30);
INSERT INTO buildskill VALUES(13,22,53,10);
INSERT INTO buildskill VALUES(14,4,10,1);
INSERT INTO buildskill VALUES(15,23,53,30);
INSERT INTO buildskill VALUES(16,23,54,1);
INSERT INTO buildskill VALUES(17,4,12,1);
INSERT INTO buildskill VALUES(18,24,55,25);
INSERT INTO buildskill VALUES(19,25,56,1);
INSERT INTO buildskill VALUES(20,26,61,1);
INSERT INTO buildskill VALUES(21,26,57,40);
INSERT INTO buildskill VALUES(22,4,2,1);
INSERT INTO buildskill VALUES(23,27,51,1);
INSERT INTO buildskill VALUES(24,27,56,1);
INSERT INTO buildskill VALUES(25,27,9,2);
INSERT INTO buildskill VALUES(26,28,58,1);
INSERT INTO buildskill VALUES(27,29,63,1);
INSERT INTO buildskill VALUES(28,30,61,10);
INSERT INTO buildskill VALUES(29,31,59,30);
INSERT INTO buildskill VALUES(30,32,60,20);
INSERT INTO buildskill VALUES(31,33,62,1);
INSERT INTO buildskill VALUES(32,33,17,10);
INSERT INTO buildskill VALUES(33,34,64,1);
INSERT INTO buildskill VALUES(34,34,4,5);
INSERT INTO buildskill VALUES(35,35,62,1);
INSERT INTO buildskill VALUES(36,36,64,1);
INSERT INTO buildskill VALUES(37,37,65,1);
INSERT INTO buildskill VALUES(38,6,1,1);
INSERT INTO buildskill VALUES(39,6,21,1);
INSERT INTO buildskill VALUES(40,6,22,1);
INSERT INTO buildskill VALUES(41,7,1,3);
INSERT INTO buildskill VALUES(42,8,1,1);
INSERT INTO buildskill VALUES(43,8,24,1);
INSERT INTO buildskill VALUES(44,8,11,1);
INSERT INTO buildskill VALUES(45,38,51,1);
INSERT INTO buildskill VALUES(46,39,51,1);
INSERT INTO buildskill VALUES(47,39,12,8);
INSERT INTO buildskill VALUES(48,39,2,3);
INSERT INTO buildskill VALUES(49,9,1,3);
INSERT INTO buildskill VALUES(50,40,51,1);
INSERT INTO buildskill VALUES(51,41,66,15);
INSERT INTO buildskill VALUES(52,42,64,1);
INSERT INTO buildskill VALUES(53,42,21,20);
INSERT INTO buildskill VALUES(54,42,44,5);
INSERT INTO buildskill VALUES(55,42,30,6);
INSERT INTO buildskill VALUES(56,43,51,1);
INSERT INTO buildskill VALUES(57,43,28,10);
INSERT INTO buildskill VALUES(58,44,61,20);
INSERT INTO buildskill VALUES(59,10,1,1);
INSERT INTO buildskill VALUES(60,10,39,1);
INSERT INTO buildskill VALUES(61,45,10,20);
INSERT INTO buildskill VALUES(62,45,11,20);
INSERT INTO buildskill VALUES(63,46,66,15);
INSERT INTO buildskill VALUES(64,46,31,20);
INSERT INTO buildskill VALUES(65,47,51,1);
INSERT INTO buildskill VALUES(66,47,9,200);
INSERT INTO buildskill VALUES(67,47,30,200);
INSERT INTO buildskill VALUES(68,47,41,200);
INSERT INTO buildskill VALUES(69,47,22,20);
INSERT INTO buildskill VALUES(70,10,45,1);
INSERT INTO buildskill VALUES(71,11,23,1);
INSERT INTO buildskill VALUES(72,11,35,2);
INSERT INTO buildskill VALUES(73,47,44,20);
INSERT INTO buildskill VALUES(74,42,22,5);
INSERT INTO buildskill VALUES(75,12,19,1);
INSERT INTO buildskill VALUES(76,12,26,1);
INSERT INTO buildskill VALUES(77,12,29,1);
INSERT INTO buildskill VALUES(78,12,38,0);
INSERT INTO buildskill VALUES(79,33,36,50);
